stage,epoch,train_loss,val_loss,val_dice_liver,val_dice_inst,lr
unet,1,0.29875867478978885,0.6199675622868211,0.3296103837419318,0.38540269519504344,6.891461746208488e-06
unet,2,-0.3279927297948971,-0.17765972167253494,0.11669065934825498,0.3987175721929155,1.5216225294440586e-05
unet,3,-0.14185863147094,0.48418116596612065,0.17347837771839378,0.30342989127490333,2.797498707905433e-05
unet,4,-0.24188268242530028,-1.9516058742455695,0.21039042630356197,0.39016778244887856,4.3630837539403215e-05
unet,5,-0.3274153734948458,0.5423276870765469,0.04947339553476922,0.3436779494820671,6.0293514022019854e-05
unet,6,-0.14929608889629156,0.48026434607701757,0.08138096104487778,0.4241027331923785,7.596360205470244e-05
unet,7,-0.1734075554018369,0.4214038118107678,0.23662793918695624,0.271238588439896,8.873944895802204e-05
unet,8,-0.7645031393900766,0.5967271678387847,0.04936749073379082,0.3850823201783444,9.708695469256873e-05
unet,9,-0.2034985691785476,0.535452630285803,0.020493047001655443,0.46507832916138786,9.999996831888469e-05
unet,10,-0.17531112706558544,0.5990707884457979,0.04628707886934776,0.4184093995908783,9.944559869985671e-05
unet,11,-0.20500498308007065,1.1375685226510872,0.14050089881162753,0.3948789293129018,9.778771105586794e-05
unet,12,-0.23082757069696966,0.13206832063252524,0.020867416876497864,0.3881505837315294,9.506256920493178e-05
unet,13,-0.23559026531003285,0.9994912232864986,0.010413549330756366,0.4998218574984507,9.133227046322591e-05
unet,14,-0.3748953814157341,1.4716008175503124,0.018898089740662528,0.5464791977947409,8.668253559379481e-05
unet,15,-0.16891987808136358,1.376970049603419,0.06805128997075291,0.5103371807120063,8.121236007447121e-05
unet,16,-0.36587409928819625,1.7935734521258961,0.08233711053361446,0.5120486339384859,7.50457743012655e-05
unet,17,-0.16085995719848073,1.216431929983876,0.04066636799819786,0.5165711303326217,6.832036803258142e-05
unet,18,-0.19921968258259928,4.835843894698403,0.020921481196963326,0.5453704231164672,6.118791347140401e-05
unet,19,-0.1886950797507283,1.7731525727293709,0.03644639566211718,0.5436756792393598,5.3803324065494674e-05
unet,20,-0.2020812070120316,1.5223126817833295,0.030569019721007062,0.5345496100458231,4.6334735780942034e-05
unet,21,-0.2722942573073156,1.1446262300014496,0.02804967469410979,0.5377372438257391,3.894964691403473e-05
unet,22,-0.30223028014413134,2.6595722407102587,0.002279163313310379,0.5516457592899149,3.1807727766678934e-05
unet,23,-0.20030884022034737,1.012581470202316,0.013889044383463525,0.5458057832988825,2.5076485659862768e-05
unet,24,-0.2465318926151894,2.238395788723772,0.0038520652116444836,0.5480368793010711,1.8897380588162807e-05
unet,25,-0.2076694872747571,1.9569158822161967,0.005528460150137359,0.5529631461999188,1.3415405634956684e-05
unet,26,-0.19656472691135113,3.0508008484446676,0.0033302412883561457,0.566024852591917,8.746465274716437e-06
unet,27,-0.30254536731393705,2.0056407918396606,0.00709560764875863,0.5640759126508617,4.999733233773147e-06
unet,28,-0.2422603391812128,3.0430413325355476,0.004158608060048849,0.5629427535076664,2.2560898888753535e-06
unet,29,-0.26816502713308316,2.2150995487764003,0.010981262123498889,0.5633706913146799,5.766873049738507e-07
unet,30,-0.31198080940113576,2.5384970738735375,0.0053805223582967295,0.5649248410577643,5.537037858285015e-10
