Epoch,Train_Loss,Val_Loss,Liver_Dice,Liver_IoU,Liver_Prec,Liver_Recall,Instrument_Dice,Instrument_IoU,Instrument_Prec,Instrument_Recall
58,0.35600385420101205,0.6593410514295102,0.2834353126443224,0.18658177723133154,0.5338177636547103,0.3677189100571273,0.21834016595541333,0.143153702859898,0.45130774394156054,0.269832051229444
59,0.3534752850987248,0.6599101051688194,0.2646225357860803,0.17271600320959815,0.5417924463952566,0.3301335448801782,0.218954776595363,0.14524804274915007,0.46618719737716363,0.25417609056026597
60,0.3531197953930835,0.6686922058463096,0.26037647107406064,0.16920059633414436,0.5386305706538719,0.31983341771078233,0.19482781092912244,0.1282955275855025,0.46110036848858715,0.2222650901769289
61,0.3483860920231367,0.6667351722717285,0.24656712636466924,0.15900133086589768,0.5470978325720746,0.2823985622272272,0.207394207333952,0.13727724839949745,0.49728976812028847,0.22954923232812438
62,0.3494730429551036,0.6425564922392368,0.2800270490853737,0.1845846076815722,0.5379353191550875,0.3502173394738748,0.23265806970403005,0.15465121953825406,0.4657890792106887,0.2671357368004504
63,0.35013635413548383,0.6580742686986923,0.2826521774306826,0.18674695766921567,0.537010743184504,0.36098679975498343,0.2084166994329756,0.13714281401280495,0.48859454337292474,0.23862275143535877
64,0.3501055503168057,0.6521100640296936,0.291646672628145,0.19247370492166554,0.5359313767531975,0.3798782568674194,0.21537353499491813,0.14193964463755798,0.4939822563938436,0.24018311800814013
65,0.3472482825370179,0.6576891735196113,0.2571860817728445,0.16665686560619286,0.5447388193340659,0.29897100330966375,0.21804951034180803,0.14538686230531167,0.48029742953723237,0.2390533350856842
66,0.3455546350669615,0.6559671230614186,0.25551704024052796,0.1646105216051081,0.5432347012174377,0.2938013269643524,0.20491543398272488,0.1358250945924146,0.4679572142908229,0.23321177170119728
67,0.3445668321448503,0.6498066313564778,0.2594131073616745,0.1676955190031933,0.5434005397520473,0.29621325688803457,0.2029798168990033,0.13380438876054293,0.4923252345028047,0.222531539301316
68,0.34221868932861643,0.6521968930959702,0.26552022308607404,0.1721657748601448,0.5445956246482435,0.3085661434611681,0.20117281998851055,0.1330481949841811,0.5015129747067995,0.2160205603047342
69,0.34252131416932824,0.6403805263340473,0.26199355229186355,0.16963762121187803,0.5472436473914395,0.29957210142636964,0.22513453765951247,0.14858378749543943,0.4937198243899057,0.25147571071276265
70,0.3409854302547642,0.6610163003206253,0.23934654636063782,0.15233808431051638,0.5548511813292433,0.2547690271712481,0.22128495051505231,0.14718193641788355,0.5118415025129063,0.2347902470637338
71,0.34087665661708594,0.6709264069795609,0.25487645818968646,0.16482954311975823,0.5465447724799863,0.2878545660172962,0.1959030450253333,0.12802787209673838,0.46296621703452373,0.22709854965453719
72,0.3409125997540877,0.6512044623494149,0.28995180453752484,0.19083965661200367,0.5353837975437598,0.3626219872974882,0.2114026079074851,0.13876061067604314,0.4756000775982536,0.22527992654143425
73,0.33798833979466525,0.6716898679733276,0.2577823401187693,0.16636938987844724,0.5451328847229815,0.2902790741162808,0.2088320662694489,0.13799710352739106,0.503429308952722,0.22803298457955123
74,0.33677230855238804,0.6633193090558052,0.2628605577726623,0.17005122028070113,0.5445438543998213,0.3044767379938579,0.2184927291041506,0.14469460405230625,0.4965742802866995,0.24216002298815584
75,0.33906613660534635,0.6771042600274086,0.24658586131378918,0.15869049946520897,0.5500379704946691,0.2677811636753461,0.18516955259206758,0.1229066747708784,0.5287435850232767,0.19341993719202566
76,0.3379063960664051,0.6592393048107624,0.26001560911117144,0.16868564871573324,0.5458782821137181,0.28963372349293404,0.21318350142931544,0.14139256560014563,0.5038021534152197,0.22251639166642145
77,0.3349661149161378,0.6418302342295646,0.2869090710981307,0.18965591965952544,0.5389808676566021,0.3545730267553598,0.2364891175756207,0.15844186566427887,0.48570204441483816,0.24870785745271862
78,0.3353269258418034,0.6356043703854084,0.2948881133962433,0.19488483761365522,0.5376858807982933,0.36706530708105145,0.22352937216872112,0.14757544197404485,0.4412823524822895,0.2486310544580826
79,0.33518273679866006,0.6648175701498985,0.26702218022792257,0.1728331665770971,0.544950962692028,0.3116361219237482,0.20827870042235444,0.13632630551131958,0.4566029475396077,0.23563790882850116
80,0.33318992378478196,0.6518852651119232,0.26934993549840636,0.17466254020837374,0.5467596174351048,0.30748200898112604,0.20524500941862742,0.1358076134800002,0.5125506755527163,0.2118348577622872
