stage,epoch,train_loss,val_loss,val_dice_liver,val_dice_inst,lr
stage2,16,nan,1.127576738172634,0.3807935644409471,0.6461662443778055,4.8552772592483016e-05
stage2,17,0.07203351246772706,1.1324516828764568,0.3029259518749313,0.6177104690789499,4.963546682141257e-05
stage2,18,nan,1.1420903518118641,0.276038228387783,0.6285861836915666,4.99999999990336e-05
stage2,19,0.06680605564937714,1.0795530546625907,0.3852887568953024,0.6544487583831968,4.993007878119782e-05
stage2,20,nan,1.201968688636341,0.41680966258493507,0.6285688697275791,4.972073900947982e-05
stage2,21,0.07001173392507627,1.1579591641710563,0.24222918773898114,0.6196324814449657,4.937315139679916e-05
stage2,22,nan,1.1227835338562726,0.3547022622571355,0.6241221049969846,4.8889259794080555e-05
stage2,23,0.05933428650219667,1.1225176704708826,0.31530837857215593,0.6332581790672107,4.8271770319451055e-05
stage2,24,0.06005771435239337,1.1448851548812606,0.3495732529477788,0.628732567161999,4.752413622452976e-05
stage2,25,0.061992553609016385,1.195069959014654,0.34269276805353,0.6303672807629813,4.665053858244401e-05
stage2,26,0.05595405417436046,1.3524128143082965,0.2962650858802342,0.6033278584649617,4.565586290557243e-05
stage2,27,0.060973685993959484,1.1706285931169986,0.3316246858860805,0.5962185972962867,4.454567182377798e-05
stage2,28,nan,1.2577621899545193,0.3450442793394421,0.5875095494260842,4.3326173975925326e-05
stage2,29,0.054044269373170827,1.2404658068987455,0.2944021702265026,0.5861708644269542,4.2004189288653924e-05
stage2,30,0.057504219620109834,1.1742604101246052,0.3336607100065025,0.6153511736203324,4.0587110836581716e-05
stage2,31,0.056438886587708924,1.0953640478917144,0.277265854649886,0.6425283148884773,3.908286349723306e-05
stage2,32,nan,1.165307016298175,0.39872210690704046,0.5832166779278354,3.749985963190893e-05
stage2,33,nan,1.1709029080176896,0.4078563071795295,0.5664594736204228,3.584695204035017e-05
stage2,34,0.05202228066500962,1.1585587671703912,0.3679224420570046,0.6057892987673933,3.4133384452290315e-05
stage2,35,nan,1.177273527905345,0.37178174418625287,0.6264634491198442,3.23687398327693e-05
stage2,36,0.0501251779146507,1.1714461147954518,0.36694907268801275,0.6227409374984828,3.0562886790305775e-05
stage2,37,0.04826617454187087,1.178377801332284,0.37309356010213046,0.6050088214434006,2.872592438763515e-05
stage2,38,0.048682750947140876,1.1193693378093568,0.41737068387737963,0.6127125384032049,2.6868125663654264e-05
stage2,39,0.04696707666501912,1.1362648906016892,0.40888782233890775,0.6152598295360804,2.4999880182420705e-05
stage2,40,nan,1.148821746185422,0.40097572480081,0.5952501735396006,2.313163593049621e-05
stage2,41,0.046742811049336766,1.1839367507194931,0.39066701418746974,0.6121598012576049,2.1273840887567735e-05
stage2,42,0.0463953494949639,1.237266504053365,0.39613966956365115,0.5590528979643502,1.943688459710693e-05
stage2,43,nan,1.1250521913509477,0.3952608917762849,0.5980267861350016,1.763104006382868e-05
stage2,44,0.04721381901673115,1.2138822762803598,0.3770183559179611,0.5820773364806717,1.5866406302881568e-05
stage2,45,nan,1.2093563582748175,0.3901216585715619,0.5528889640022746,1.4152851862058699e-05
stage2,46,0.041982952358798495,1.1794852243228393,0.3734148583767819,0.5670706618069248,1.2499959632875332e-05
stage2,47,0.0412759965469569,1.1626092117957094,0.39667536536213777,0.5778708259490404,1.0916973259152351e-05
stage2,48,0.04281824595070223,1.1446618313477799,0.3960033470660247,0.5617573111021722,9.41274544281049e-06
stage2,49,0.0406979507457881,1.207390269298445,0.4312362453790146,0.5455401027913798,7.995688435970148e-06
stage2,50,nan,1.151218033209443,0.42304281971608526,0.5625757924789054,6.6737269962252195e-06
stage2,51,0.03963518283285578,1.2127010708166794,0.4193614799268041,0.5625078008086843,5.4542540681841e-06
stage2,52,0.04077103474215728,1.252715465426445,0.41588872241409264,0.5695855676619844,4.3440894391245045e-06
stage2,53,0.04086611849039859,1.2254562625153498,0.415747725487306,0.5580795960162174,3.3494415999766877e-06
stage2,54,0.036769041083958044,1.206270840052854,0.410859895730483,0.5600125398825515,2.4758730249237765e-06
stage2,55,0.03958734267608617,1.2081647045910358,0.4158922965062822,0.5555667725476352,1.7282690637897555e-06
stage2,56,0.036376079116891655,1.2144573123956268,0.4071642661832129,0.5520209901458161,1.110810621181602e-06
stage2,57,0.037171789171440185,1.230764944038608,0.4105522681276191,0.5512375579808246,6.26950775174752e-07
stage2,58,nan,1.209106840498068,0.4086632202214531,0.5665362176654691,2.793954662998508e-07
stage2,59,0.03780588414359535,1.2221355357630685,0.4090111770937549,0.5535170062275773,7.008836482563684e-08
stage2,60,nan,1.2258568737994542,0.40980360326601645,0.549984107022597,2.0000096639809283e-10
